Loan_ID,Customer_ID,Application_Date,Loan_Type,Loan_Amount,Interest_Rate,Loan_Term_Months,Annual_Income,Employment_Type,Credit_Score,Age,Gender,Marital_Status,Region,Branch,Loan_Status,Default_Status,EMI,Total_Interest
L01522,C2522,2025-10-29,Home,1504329,7.9,240,3713044,Salaried,738,37,Female,Single,South,Hyderabad,Approved,No,6763.21,2376839.82
L01523,C2523,2025-06-15,Home,1884605,8.7,240,3469600,Salaried,744,59,Female,Married,North,Jaipur,Approved,No,8535.69,3279212.7
L01524,C2524,2025-06-24,Auto,1123624,9.6,84,2333734,Salaried,723,27,Male,Married,South,Hyderabad,Approved,No,14660.62,755075.33
L01525,C2525,2025-06-20,Auto,855123,10.0,84,3236543,Salaried,846,51,Female,Single,East,Kolkata,Approved,No,11198.04,598586.1
L01526,C2526,2025-06-16,Personal,178811,13.9,60,652684,Business Owner,658,46,Female,Married,West,Mumbai,Rejected,No,3394.43,124273.64
L01527,C2527,2025-07-05,Education,721208,7.3,96,4699686,Self-Employed,798,32,Male,Single,South,Hyderabad,Approved,No,8061.0,421185.47
L01528,C2528,2025-09-27,Auto,504155,8.5,84,1263475,Self-Employed,709,40,Female,Married,West,Pune,Approved,No,6512.0,299972.23
L01529,C2529,2025-03-12,Personal,478381,13.0,60,1635557,Business Owner,787,25,Male,Single,South,Chennai,Approved,No,9009.51,310947.65
L01530,C2530,2025-07-23,Personal,279429,14.3,60,4213013,Salaried,681,51,Female,Single,West,Pune,Approved,No,5323.12,199791.74
L01531,C2531,2025-05-13,Home,2869516,8.3,240,3424446,Self-Employed,729,49,Male,Married,South,Chennai,Approved,No,12948.69,4763396.56
L01532,C2532,2025-12-09,Education,304567,8.1,96,933149,Salaried,668,22,Male,Single,South,Bengaluru,Pending,No,3429.55,197359.42
L01533,C2533,2025-05-18,Personal,232464,11.0,60,687722,Business Owner,630,33,Female,Single,North,Lucknow,Rejected,No,4300.58,127855.2
L01534,C2534,2025-03-26,Home,2360088,8.4,240,3182921,Salaried,737,50,Female,Single,South,Hyderabad,Approved,No,10659.73,3964947.84
L01535,C2535,2025-10-07,Home,1569732,8.7,240,2898564,Salaried,834,25,Male,Single,East,Patna,Approved,No,7109.58,2731333.68
L01536,C2536,2025-06-25,Education,683485,8.3,96,2276644,Self-Employed,794,60,Female,Single,West,Ahmedabad,Approved,No,7710.57,453834.04
L01537,C2537,2025-10-20,Education,522316,8.7,96,3335863,Salaried,721,35,Female,Married,South,Hyderabad,Approved,No,5914.14,363531.94
L01538,C2538,2025-09-02,Auto,956916,8.6,84,4250198,Self-Employed,748,29,Female,Married,East,Kolkata,Approved,No,12371.56,576063.43
L01539,C2539,2025-11-19,Personal,331550,13.9,60,1356048,Salaried,693,27,Female,Married,West,Pune,Pending,No,6293.92,230427.25
L01540,C2540,2025-01-07,Home,2729861,8.1,240,1253355,Salaried,792,25,Female,Married,West,Mumbai,Approved,No,12295.75,4422374.82
L01541,C2541,2025-06-15,Auto,1140042,9.0,84,4724891,Business Owner,788,47,Female,Single,South,Chennai,Approved,No,14793.4,718226.46
L01542,C2542,2025-06-16,Auto,477010,9.1,84,2390410,Salaried,820,23,Male,Married,West,Mumbai,Approved,No,6195.45,303855.37
L01543,C2543,2025-05-14,Home,2060866,8.1,240,766424,Business Owner,710,24,Female,Married,North,Lucknow,Pending,No,9282.48,3338602.92
L01544,C2544,2025-04-11,Education,264136,8.9,96,4433145,Self-Employed,753,35,Female,Married,South,Chennai,Approved,No,2996.29,188064.83
L01545,C2545,2025-02-20,Personal,685038,14.3,60,1837000,Salaried,802,36,Male,Single,East,Bhubaneswar,Approved,No,13049.97,489802.17
L01546,C2546,2025-01-12,Auto,489570,8.8,84,2385006,Business Owner,761,57,Female,Married,South,Bengaluru,Approved,No,6341.1,301575.12
L01547,C2547,2025-12-29,Home,2254755,7.6,240,2327757,Salaried,658,44,Female,Single,West,Mumbai,Rejected,No,10108.82,3427227.6
L01548,C2548,2025-07-10,Business,1646650,11.2,180,2537855,Salaried,762,29,Female,Married,West,Mumbai,Approved,No,10172.64,2766372.0
L01549,C2549,2025-02-05,Business,1546337,12.2,180,932230,Business Owner,750,51,Male,Single,North,Jaipur,Approved,No,9638.83,2829796.71
L01550,C2550,2025-08-09,Auto,753239,8.8,84,4462239,Salaried,843,47,Male,Married,West,Pune,Approved,No,9756.24,463995.22
L01551,C2551,2025-09-14,Education,200813,7.3,96,2291845,Self-Employed,680,47,Female,Single,East,Patna,Pending,No,2244.5,117274.79
L01552,C2552,2025-01-26,Personal,139785,13.9,60,2110025,Business Owner,777,34,Male,Single,North,Jaipur,Approved,No,2653.59,97150.58
L01553,C2553,2025-10-02,Business,3852291,11.7,180,2037482,Business Owner,609,43,Male,Single,North,Lucknow,Rejected,No,23905.61,6760770.7
L01554,C2554,2025-09-26,Home,947574,9.5,240,3240352,Salaried,760,21,Female,Married,West,Ahmedabad,Approved,No,4323.31,1800390.6
L01555,C2555,2025-12-31,Home,2017955,7.9,240,4947085,Salaried,628,55,Male,Married,West,Mumbai,Rejected,No,9072.39,3188368.9
L01556,C2556,2025-07-18,Education,467704,7.9,96,4665673,Self-Employed,794,37,Male,Single,West,Ahmedabad,Approved,No,5256.8,295588.93
L01557,C2557,2025-07-25,Business,786798,10.3,180,3805232,Salaried,715,40,Male,Married,West,Ahmedabad,Pending,No,4821.32,1215602.91
L01558,C2558,2025-05-03,Education,233944,7.7,96,2057489,Self-Employed,750,51,Female,Married,North,Lucknow,Approved,No,2624.56,144109.5
L01559,C2559,2025-01-07,Personal,213524,13.2,60,1134009,Salaried,696,30,Female,Married,North,Lucknow,Approved,No,4028.49,140925.84
L01560,C2560,2025-10-18,Auto,360611,10.5,84,3127088,Self-Employed,682,46,Female,Married,South,Bengaluru,Approved,No,4743.75,265049.08
L01561,C2561,2025-05-30,Auto,313830,9.8,84,3466754,Salaried,624,41,Male,Single,West,Mumbai,Rejected,No,4102.21,215287.38
L01562,C2562,2025-04-10,Education,632827,8.0,96,2631862,Self-Employed,627,27,Female,Married,South,Chennai,Rejected,No,7119.3,405009.28
L01563,C2563,2025-07-10,Personal,104380,12.1,60,4094516,Self-Employed,799,50,Female,Married,South,Bengaluru,Approved,No,1950.17,63149.9
L01564,C2564,2025-02-05,Home,982367,9.2,240,3395082,Self-Employed,732,46,Female,Married,South,Bengaluru,Approved,No,4469.77,1807555.28
L01565,C2565,2025-07-20,Personal,135279,11.6,60,1366105,Business Owner,724,41,Female,Single,North,Delhi,Approved,No,2516.19,78461.82
L01566,C2566,2025-05-01,Home,1888512,8.6,240,1514231,Self-Employed,640,25,Female,Single,East,Kolkata,Rejected,No,8545.52,3248240.64
L01567,C2567,2025-05-08,Home,932398,8.8,240,1221713,Business Owner,833,57,Female,Married,North,Delhi,Approved,No,4226.87,1641020.48
L01568,C2568,2025-12-03,Home,1188035,9.1,240,2512027,Business Owner,716,59,Male,Single,West,Mumbai,Pending,No,5400.61,2162223.7
L01569,C2569,2025-10-15,Business,1714108,10.8,180,4932286,Business Owner,771,27,Female,Married,West,Pune,Approved,No,10551.29,2776854.96
L01570,C2570,2025-07-17,Personal,424762,14.0,60,1613424,Self-Employed,680,27,Female,Single,East,Kolkata,Approved,No,8070.48,297333.4
L01571,C2571,2025-08-30,Home,1901743,8.0,240,1960378,Business Owner,626,38,Male,Single,South,Chennai,Rejected,No,8557.84,3042788.8
L01572,C2572,2025-11-11,Personal,571625,11.9,60,2101827,Self-Employed,819,26,Male,Single,East,Kolkata,Approved,No,10660.81,340116.88
L01573,C2573,2025-07-23,Home,1740142,8.0,240,3532200,Salaried,604,26,Male,Married,East,Kolkata,Rejected,No,7830.64,2784227.2
L01574,C2574,2025-08-14,Business,1738673,11.2,180,3706163,Self-Employed,764,54,Female,Single,North,Lucknow,Approved,No,10741.14,2920970.64
L01575,C2575,2025-01-28,Education,741866,8.6,96,4652222,Self-Employed,751,50,Male,Married,East,Patna,Approved,No,8392.36,510403.81
L01576,C2576,2025-01-27,Personal,138768,11.4,60,4330487,Salaried,680,38,Male,Married,West,Pune,Pending,No,2576.46,79097.76
L01577,C2577,2025-07-28,Auto,1190459,9.8,84,2763941,Business Owner,622,42,Female,Married,North,Jaipur,Rejected,No,15561.0,816654.87
L01578,C2578,2025-10-27,Home,911206,8.0,240,4326908,Business Owner,798,32,Female,Single,South,Hyderabad,Approved,No,4100.43,1457929.6
L01579,C2579,2025-12-22,Education,678530,8.7,96,1236740,Salaried,845,38,Female,Married,East,Kolkata,Approved,No,7682.94,472256.88
L01580,C2580,2025-12-26,Business,1882314,12.0,180,3227590,Salaried,816,36,Female,Married,South,Hyderabad,Approved,No,11712.18,3388165.2
L01581,C2581,2025-03-02,Business,2305316,10.3,180,3575893,Business Owner,712,28,Female,Married,North,Jaipur,Approved,No,14126.46,3561713.22
L01582,C2582,2025-02-22,Education,475747,8.4,96,4974906,Self-Employed,756,41,Female,Single,East,Kolkata,Approved,No,5371.98,319701.98
L01583,C2583,2025-11-29,Business,2494123,11.2,180,2290927,Salaried,664,42,Male,Married,North,Delhi,Approved,No,15408.14,4190126.64
L01584,C2584,2025-04-09,Home,1136401,7.7,240,701901,Business Owner,770,37,Female,Married,West,Mumbai,Approved,No,5099.6,1750057.54
L01585,C2585,2025-12-15,Personal,656642,11.2,60,310127,Business Owner,612,56,Female,Single,South,Chennai,Rejected,No,12169.77,367719.52
L01586,C2586,2025-07-31,Personal,230934,12.0,60,917203,Self-Employed,615,41,Female,Married,South,Chennai,Rejected,No,4310.77,138560.4
L01587,C2587,2025-07-16,Home,1371317,9.0,240,4748531,Salaried,740,35,Male,Married,South,Chennai,Approved,No,6228.06,2468370.6
L01588,C2588,2025-08-11,Auto,550332,9.7,84,1276169,Self-Employed,776,21,Male,Married,South,Bengaluru,Approved,No,7187.07,373675.43
L01589,C2589,2025-07-14,Home,1553652,9.3,240,2213575,Business Owner,768,36,Female,Single,South,Hyderabad,Approved,No,7075.59,2889792.72
L01590,C2590,2025-08-08,Personal,415919,14.0,60,2925813,Business Owner,647,55,Female,Married,East,Kolkata,Rejected,No,7902.46,291143.3
L01591,C2591,2025-06-28,Auto,570012,9.5,84,2166992,Business Owner,656,24,Female,Married,North,Delhi,Rejected,No,7430.51,379057.98
L01592,C2592,2025-07-31,Education,359324,7.5,96,737302,Salaried,643,46,Female,Married,West,Ahmedabad,Rejected,No,4023.68,215594.4
L01593,C2593,2025-04-27,Personal,283720,13.0,60,3017916,Business Owner,730,50,Male,Single,South,Chennai,Approved,No,5343.39,184418.0
L01594,C2594,2025-08-22,Auto,1054777,9.5,84,3204611,Salaried,617,34,Female,Married,West,Ahmedabad,Rejected,No,13749.77,701426.71
L01595,C2595,2025-07-05,Education,782600,8.6,96,3916233,Self-Employed,626,36,Male,Married,East,Bhubaneswar,Rejected,No,8853.16,538428.8
L01596,C2596,2025-11-22,Auto,534012,9.9,84,4986039,Self-Employed,635,35,Female,Single,South,Hyderabad,Rejected,No,6986.66,370070.32
L01597,C2597,2025-12-11,Auto,440230,9.6,84,1552804,Salaried,647,48,Male,Single,East,Patna,Rejected,No,5743.95,295834.56
L01598,C2598,2025-01-17,Education,543133,8.9,96,3036759,Business Owner,616,28,Female,Single,West,Mumbai,Rejected,No,6161.16,386710.7
L01599,C2599,2025-09-28,Education,638662,7.1,96,1750543,Salaried,653,21,Male,Single,South,Chennai,Rejected,No,7125.07,362760.02
L01600,C2600,2025-12-30,Auto,514655,10.4,84,1956677,Self-Employed,716,35,Male,Single,South,Hyderabad,Pending,No,6764.04,374668.84
L01601,C2601,2025-08-12,Education,416364,8.9,96,4982116,Self-Employed,720,37,Female,Married,West,Ahmedabad,Approved,No,4723.13,296451.17
L01602,C2602,2025-10-28,Business,2816593,10.3,180,2710838,Salaried,674,39,Male,Married,North,Lucknow,Approved,No,17259.46,4351636.19
L01603,C2603,2025-03-23,Auto,900986,8.7,84,452323,Business Owner,767,36,Male,Married,East,Kolkata,Pending,No,11659.19,548700.47
L01604,C2604,2025-09-12,Business,3217580,10.8,180,4899038,Self-Employed,649,32,Female,Married,North,Jaipur,Rejected,No,19805.99,5212479.6
L01605,C2605,2025-10-03,Home,2182493,8.5,240,1029302,Salaried,629,46,Male,Married,East,Kolkata,Rejected,No,9866.69,3710238.1
L01606,C2606,2025-08-30,Auto,320837,10.1,84,4758748,Salaried,750,55,Female,Married,North,Jaipur,Approved,No,4205.26,226831.76
L01607,C2607,2025-06-14,Personal,482169,13.3,60,2147048,Self-Employed,694,52,Male,Married,East,Kolkata,Pending,No,9104.96,320642.39
L01608,C2608,2025-02-23,Business,3472256,10.4,180,4899070,Salaried,657,45,Male,Single,South,Bengaluru,Rejected,No,21296.5,5416719.36
L01609,C2609,2025-04-11,Home,1504168,8.3,240,3224524,Self-Employed,768,50,Female,Married,West,Mumbai,Approved,No,6787.56,2496918.88
L01610,C2610,2025-11-06,Business,529496,10.3,180,4630325,Business Owner,750,51,Male,Single,South,Hyderabad,Approved,No,3244.63,818071.32
L01611,C2611,2025-03-16,Auto,1197896,9.6,84,3604669,Business Owner,839,44,Female,Married,North,Lucknow,Approved,No,15629.69,804986.11
L01612,C2612,2025-05-22,Business,714536,11.4,180,4220932,Self-Employed,701,50,Female,Single,East,Kolkata,Pending,No,4422.18,1221856.56
L01613,C2613,2025-10-18,Home,1514526,8.8,240,4090807,Salaried,703,46,Male,Single,East,Kolkata,Pending,No,6865.85,2665565.76
L01614,C2614,2025-06-10,Business,1881561,11.8,180,4623426,Self-Employed,653,53,Male,Single,South,Bengaluru,Rejected,No,11686.58,3330362.97
L01615,C2615,2025-12-18,Business,2707242,11.5,180,904343,Self-Employed,696,50,Female,Married,East,Bhubaneswar,Approved,No,16769.86,4669992.45
L01616,C2616,2025-07-29,Home,2930123,7.8,240,321928,Business Owner,725,58,Female,Married,South,Bengaluru,Approved,No,13161.14,4570991.88
L01617,C2617,2025-03-02,Home,1164897,7.9,240,1871077,Self-Employed,657,60,Female,Married,East,Patna,Rejected,No,5237.18,1840537.26
L01618,C2618,2025-12-30,Home,1336698,7.6,240,1880200,Self-Employed,635,41,Female,Single,East,Patna,Rejected,No,5992.86,2031780.96
L01619,C2619,2025-05-21,Personal,177220,12.4,60,608263,Self-Employed,610,46,Male,Married,West,Mumbai,Rejected,No,3319.92,109876.4
L01620,C2620,2025-03-28,Business,3162827,11.0,180,2391125,Salaried,837,55,Male,Married,North,Lucknow,Approved,No,19504.1,5218664.55
L01621,C2621,2025-04-19,Auto,1003800,10.4,84,2676353,Business Owner,707,42,Female,Married,East,Bhubaneswar,Pending,No,13192.8,730766.4
L01622,C2622,2025-12-14,Education,443360,8.4,96,4820902,Self-Employed,755,23,Male,Married,West,Pune,Approved,No,5006.27,297937.92
L01623,C2623,2025-12-13,Business,2278757,10.6,180,3462754,Salaried,784,46,Male,Single,South,Bengaluru,Approved,No,14001.7,3623223.63
L01624,C2624,2025-08-12,Education,313051,7.5,96,499288,Business Owner,834,51,Male,Married,North,Jaipur,Pending,No,3505.52,187830.6
L01625,C2625,2025-02-27,Home,1612174,9.0,240,4924077,Salaried,766,42,Male,Married,West,Mumbai,Approved,No,7321.96,2901913.2
L01626,C2626,2025-08-21,Personal,232040,12.1,60,1754050,Salaried,835,41,Female,Single,West,Mumbai,Approved,No,4335.28,140384.2
L01627,C2627,2025-01-14,Business,3810505,10.6,180,4791662,Salaried,827,31,Female,Married,West,Ahmedabad,Approved,No,23413.44,6058702.95
L01628,C2628,2025-05-16,Education,344026,8.6,96,3815550,Self-Employed,693,30,Female,Single,East,Bhubaneswar,Pending,No,3891.79,236689.89
L01629,C2629,2025-08-02,Education,692068,7.0,96,2124680,Self-Employed,715,51,Female,Single,South,Bengaluru,Pending,No,7713.67,387558.08
L01630,C2630,2025-03-17,Home,2955658,8.6,240,1493524,Self-Employed,831,25,Female,Single,North,Jaipur,Approved,No,13374.35,5083731.76
L01631,C2631,2025-02-08,Home,1621559,7.6,240,310987,Business Owner,687,46,Female,Single,North,Jaipur,Approved,No,7269.99,2464769.68
L01632,C2632,2025-05-02,Auto,849135,10.5,84,837743,Self-Employed,636,38,Male,Single,West,Ahmedabad,Rejected,No,11170.17,624114.22
L01633,C2633,2025-12-17,Business,2832722,12.1,180,1018064,Self-Employed,850,52,Male,Single,North,Delhi,Approved,No,17641.56,5141390.43
L01634,C2634,2025-08-15,Education,694189,8.1,96,4220326,Business Owner,766,45,Female,Married,South,Chennai,Approved,No,7816.86,449834.47
L01635,C2635,2025-04-01,Home,1082585,7.6,240,750540,Salaried,683,44,Male,Married,East,Bhubaneswar,Approved,No,4853.59,1645529.2
L01636,C2636,2025-11-16,Auto,1015839,8.8,84,4272470,Business Owner,641,51,Female,Single,East,Patna,Rejected,No,13157.53,625756.82
L01637,C2637,2025-01-29,Personal,275110,14.0,60,3842181,Self-Employed,682,26,Female,Single,East,Patna,Approved,No,5227.09,192577.0
L01638,C2638,2025-08-05,Personal,197429,14.9,60,3997769,Self-Employed,674,57,Female,Single,North,Jaipur,Approved,No,3780.77,147084.61
L01639,C2639,2025-09-22,Education,292697,8.0,96,340252,Business Owner,814,26,Female,Single,North,Lucknow,Pending,No,3292.84,187326.08
L01640,C2640,2025-11-13,Home,2215196,9.0,240,2073677,Business Owner,844,56,Female,Married,North,Lucknow,Approved,No,10060.68,3987352.8
L01641,C2641,2025-10-01,Auto,1072420,10.4,84,2342512,Self-Employed,681,47,Female,Single,South,Bengaluru,Approved,No,14094.66,780721.76
L01642,C2642,2025-01-21,Home,2528262,9.1,240,2336442,Salaried,691,30,Female,Single,South,Chennai,Approved,No,11493.06,4601436.84
L01643,C2643,2025-10-08,Business,536288,10.5,180,4455213,Salaried,769,60,Male,Married,South,Bengaluru,Approved,No,3292.21,844653.6
L01644,C2644,2025-12-16,Auto,705375,9.4,84,4828442,Self-Employed,671,32,Male,Single,East,Bhubaneswar,Pending,No,9186.67,464136.75
L01645,C2645,2025-08-08,Education,484608,7.8,96,1836470,Business Owner,727,53,Female,Single,West,Mumbai,Approved,No,5441.74,302395.39
L01646,C2646,2025-08-01,Auto,773871,10.3,84,2638581,Salaried,684,42,Female,Married,West,Pune,Approved,No,10161.66,557960.99
L01647,C2647,2025-12-09,Home,2380736,7.8,240,2051498,Self-Employed,664,47,Male,Married,West,Pune,Approved,No,10693.47,3713948.16
L01648,C2648,2025-04-29,Business,3441174,11.3,180,3672748,Salaried,634,45,Male,Married,East,Bhubaneswar,Rejected,No,21277.93,5832789.93
L01649,C2649,2025-11-22,Auto,1177654,9.9,84,2323940,Business Owner,663,31,Female,Single,South,Bengaluru,Pending,No,15407.64,816114.22
L01650,C2650,2025-10-13,Education,310247,8.0,96,1877503,Self-Employed,820,55,Male,Single,West,Pune,Approved,No,3490.28,198558.08
L01651,C2651,2025-03-26,Auto,838548,9.9,84,2806580,Business Owner,688,56,Male,Single,West,Mumbai,Approved,No,10971.0,581113.76
L01652,C2652,2025-06-08,Personal,431453,13.4,60,4689855,Salaried,780,55,Male,Single,South,Chennai,Approved,No,8154.46,289073.51
L01653,C2653,2025-03-27,Auto,1002387,10.2,84,1592813,Salaried,611,31,Male,Married,West,Mumbai,Rejected,No,13150.36,715704.32
L01654,C2654,2025-04-06,Business,1031737,10.4,180,3961449,Self-Employed,850,30,Female,Single,West,Pune,Approved,No,6327.99,1609509.72
L01655,C2655,2025-12-07,Personal,337498,12.6,60,1554459,Business Owner,601,35,Male,Single,North,Lucknow,Rejected,No,6333.71,212623.74
L01656,C2656,2025-04-20,Auto,481911,9.4,84,4329372,Self-Employed,662,54,Female,Single,East,Patna,Approved,No,6276.32,317097.44
L01657,C2657,2025-03-20,Personal,569932,11.2,60,4177903,Self-Employed,656,42,Female,Single,South,Chennai,Rejected,No,10562.74,319161.92
L01658,C2658,2025-07-04,Business,2421634,11.2,180,2170086,Business Owner,748,47,Female,Single,West,Ahmedabad,Approved,No,14960.32,4068345.12
L01659,C2659,2025-08-09,Business,2094312,10.8,180,3579729,Self-Employed,815,35,Male,Married,West,Mumbai,Approved,No,12891.65,3392785.44
L01660,C2660,2025-06-10,Home,2185355,7.6,240,1667635,Business Owner,672,58,Female,Married,South,Hyderabad,Pending,No,9797.67,3321739.6
L01661,C2661,2025-12-22,Home,900786,7.6,240,4395232,Salaried,705,36,Female,Married,West,Pune,Approved,No,4038.52,1369194.72
L01662,C2662,2025-04-22,Business,2279636,11.6,180,2177753,Salaried,663,50,Female,Married,West,Mumbai,Approved,No,14133.74,3966566.64
L01663,C2663,2025-07-08,Education,736340,8.2,96,477635,Self-Employed,633,58,Female,Single,East,Bhubaneswar,Rejected,No,8299.17,483039.04
L01664,C2664,2025-02-12,Business,2042851,10.7,180,3179471,Self-Employed,756,28,Female,Single,West,Pune,Approved,No,12563.53,3278775.85
L01665,C2665,2025-08-21,Business,1172991,12.0,180,2181196,Business Owner,759,54,Male,Married,East,Kolkata,Approved,No,7298.61,2111383.8
L01666,C2666,2025-01-31,Auto,959714,9.5,84,1107660,Salaried,823,23,Male,Single,West,Ahmedabad,Approved,No,12510.56,638209.81
L01667,C2667,2025-03-30,Auto,1066143,10.1,84,4185849,Business Owner,651,26,Male,Single,West,Ahmedabad,Rejected,No,13974.09,753763.1
L01668,C2668,2025-12-04,Personal,362683,11.2,60,1980028,Salaried,797,43,Female,Single,East,Kolkata,Approved,No,6721.72,203102.48
L01669,C2669,2025-02-14,Home,2806776,9.1,240,2668214,Business Owner,836,59,Male,Married,North,Lucknow,Approved,No,12759.14,5108332.32
L01670,C2670,2025-08-25,Personal,171992,11.7,60,2497698,Self-Employed,805,55,Female,Married,South,Bengaluru,Approved,No,3201.92,100615.32
L01671,C2671,2025-02-12,Personal,258059,11.8,60,2735666,Salaried,809,23,Male,Single,South,Bengaluru,Approved,No,4808.5,152254.81
L01672,C2672,2025-10-21,Home,1012816,8.7,240,1665339,Salaried,758,57,Male,Married,East,Patna,Approved,No,4587.21,1762299.84
L01673,C2673,2025-01-28,Personal,198671,13.5,60,1912234,Self-Employed,682,25,Female,Married,North,Lucknow,Pending,No,3758.19,134102.92
L01674,C2674,2025-03-23,Personal,602408,13.9,60,4895747,Salaried,830,36,Female,Single,North,Lucknow,Approved,No,11435.71,418673.56
L01675,C2675,2025-12-29,Home,1874168,7.6,240,4436361,Business Owner,619,50,Male,Married,East,Bhubaneswar,Rejected,No,8402.52,2848735.36
L01676,C2676,2025-06-11,Personal,628302,14.9,60,1287103,Business Owner,700,49,Male,Married,North,Jaipur,Approved,No,12031.98,468084.99
L01677,C2677,2025-03-12,Home,2736328,8.3,240,3861178,Salaried,702,34,Female,Married,West,Mumbai,Approved,No,12347.68,4542304.48
L01678,C2678,2025-04-21,Home,837339,8.0,240,2969889,Salaried,733,46,Female,Single,North,Jaipur,Approved,No,3768.03,1339742.4
L01679,C2679,2025-09-26,Business,3113266,11.8,180,4713521,Self-Employed,741,55,Male,Single,East,Bhubaneswar,Approved,No,19336.84,5510480.82
L01680,C2680,2025-08-08,Auto,950333,10.3,84,3286937,Self-Employed,680,55,Male,Single,East,Patna,Approved,No,12478.78,685190.09
L01681,C2681,2025-05-21,Business,2730904,11.2,180,1914878,Business Owner,637,48,Female,Single,South,Bengaluru,Rejected,No,16870.92,4587918.72
L01682,C2682,2025-01-20,Personal,339059,12.9,60,4419593,Salaried,796,37,Female,Single,North,Jaipur,Approved,No,6379.96,218693.06
L01683,C2683,2025-02-05,Home,1929755,8.4,240,1230364,Salaried,791,47,Female,Married,North,Lucknow,Approved,No,8716.06,3241988.4
L01684,C2684,2025-07-14,Education,293665,8.6,96,560446,Self-Employed,820,37,Male,Single,North,Jaipur,Pending,No,3322.09,202041.52
L01685,C2685,2025-06-11,Business,2596446,10.6,180,2443188,Self-Employed,836,42,Female,Single,South,Bengaluru,Approved,No,15953.72,4128349.14
L01686,C2686,2025-10-28,Home,1161687,7.8,240,2236655,Self-Employed,601,38,Male,Married,West,Mumbai,Rejected,No,5217.91,1812231.72
L01687,C2687,2025-01-16,Personal,440623,11.8,60,3576412,Business Owner,804,59,Male,Single,West,Ahmedabad,Approved,No,8210.28,259967.57
L01688,C2688,2025-08-31,Business,2227479,12.4,180,1252123,Self-Employed,617,23,Male,Single,East,Kolkata,Rejected,No,13909.37,4143110.94
L01689,C2689,2025-06-18,Business,3477218,11.1,180,3074276,Self-Employed,782,29,Male,Single,South,Bengaluru,Approved,No,21462.16,5789567.97
L01690,C2690,2025-11-28,Personal,217698,13.9,60,4281658,Self-Employed,687,34,Female,Single,East,Bhubaneswar,Approved,No,4132.63,151300.11
L01691,C2691,2025-09-21,Auto,628250,10.1,84,2975330,Business Owner,749,52,Male,Married,West,Ahmedabad,Approved,No,8234.56,444172.75
L01692,C2692,2025-10-14,Education,497659,7.5,96,407032,Self-Employed,719,26,Female,Married,North,Delhi,Pending,No,5572.74,298595.4
L01693,C2693,2025-10-21,Auto,523627,9.9,84,1556207,Business Owner,801,28,Male,Married,South,Bengaluru,Approved,No,6850.79,362873.51
L01694,C2694,2025-01-20,Auto,795298,10.3,84,3473889,Business Owner,670,54,Female,Married,South,Bengaluru,Pending,No,10443.02,573409.86
L01695,C2695,2025-09-16,Business,1000213,11.1,180,1313521,Salaried,629,24,Female,Single,North,Jaipur,Rejected,No,6173.54,1665354.64
L01696,C2696,2025-09-11,Auto,1199655,9.8,84,4405994,Self-Employed,654,21,Male,Single,East,Kolkata,Rejected,No,15681.2,822963.33
L01697,C2697,2025-10-20,Personal,190750,14.9,60,3157469,Business Owner,662,24,Female,Single,North,Lucknow,Approved,No,3652.86,142108.75
L01698,C2698,2025-06-07,Home,2605135,9.5,240,1544890,Self-Employed,738,54,Male,Married,West,Ahmedabad,Approved,No,11885.93,4949756.5
L01699,C2699,2025-12-27,Personal,611094,12.7,60,4262665,Self-Employed,602,58,Male,Married,North,Delhi,Rejected,No,11478.38,388044.69
L01700,C2700,2025-06-27,Home,1944887,8.5,240,4618871,Salaried,660,51,Female,Single,North,Jaipur,Pending,No,8792.51,3306307.9
L01701,C2701,2025-05-19,Auto,714362,8.8,84,4004759,Self-Employed,634,51,Female,Married,East,Bhubaneswar,Rejected,No,9252.69,440046.99
L01702,C2702,2025-03-06,Auto,456411,9.7,84,3100489,Business Owner,795,45,Female,Single,North,Delhi,Approved,No,5960.51,309903.07
L01703,C2703,2025-02-14,Education,234610,7.1,96,2167979,Self-Employed,661,53,Female,Married,South,Bengaluru,Pending,No,2617.37,133258.48
L01704,C2704,2025-02-01,Education,331223,8.1,96,3653027,Business Owner,790,43,Male,Single,South,Bengaluru,Approved,No,3729.71,214632.5
L01705,C2705,2025-09-24,Personal,370398,14.1,60,1928417,Salaried,634,50,Male,Married,West,Ahmedabad,Rejected,No,7043.74,261130.59
L01706,C2706,2025-03-14,Personal,340572,11.2,60,1862282,Business Owner,686,34,Female,Married,West,Ahmedabad,Pending,No,6311.93,190720.32
L01707,C2707,2025-11-21,Education,406205,7.4,96,393453,Salaried,668,29,Female,Single,South,Hyderabad,Pending,No,4544.42,240473.36
L01708,C2708,2025-06-01,Education,589739,8.1,96,2138116,Self-Employed,712,43,Female,Single,North,Jaipur,Pending,No,6640.71,382150.87
L01709,C2709,2025-11-28,Auto,950876,9.9,84,4405951,Business Owner,770,48,Female,Married,South,Chennai,Approved,No,12440.63,658957.07
L01710,C2710,2025-12-11,Personal,139862,14.7,60,4713859,Business Owner,742,34,Male,Married,East,Patna,Approved,No,2673.7,102798.57
L01711,C2711,2025-01-06,Personal,462225,11.5,60,1683959,Self-Employed,624,48,Female,Single,East,Kolkata,Rejected,No,8589.68,265779.38
L01712,C2712,2025-11-12,Education,298168,7.5,96,2171951,Salaried,676,21,Male,Single,North,Jaipur,Pending,No,3338.86,178900.8
